Lob F Name,Lob L Name,Report,Pub Off,Recipient,Date,Type,Description,Cost,Principal
William A,Gamble,Jan-13,,"THOMSON, MIKE - Representative",1/16/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$16.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"WILSON, KENNETH  - Representative",1/16/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$14.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"NEELY, JAMES  - Representative",1/16/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$8.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"MCGAUGH, JOE DON - Representative",1/16/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$8.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"COOKSON, STEVE  - Representative",1/16/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$15.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"FOWLER, DENNIS  - Representative",1/9/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$45.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"PHILLIPS, DONALD E.  - Representative",1/16/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$15.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"SILVEY, RYAN - Representative",1/16/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$7.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"MCNEIL, MARGO - Representative",1/16/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$8.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"FLANIGAN, TOM - Representative",1/16/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$8.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"DAVIS, CHARLIE  - Representative",1/16/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$8.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"GATSCHENBERGER, CHUCK - Representative",1/16/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$7.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"SCHATZ, DAVE  - Representative",1/23/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$8.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"KELLEY, MIKE  - Representative",1/23/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$16.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"COLONA, MIKE - Representative",1/23/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$8.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"PACE, SHARON L  - Representative",1/23/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$8.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"BAHR, KURT  - Representative",1/23/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$22.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"PIERSON, TOMMIE  - Representative",1/23/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$16.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"MAYFIELD, JOHN  - Representative",1/23/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$8.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"MORRIS, LYNN  - Representative",1/23/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$8.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"WIELAND, PAUL  - Representative",1/30/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$8.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"LAFAVER, JEREMY  - Representative",1/30/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$8.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"HOUGH, LINCOLN  - Representative",1/30/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$16.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"HODGES, STEVE - Representative",1/30/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$8.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"MARSHALL, NICK  - Representative",1/30/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$8.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"MCKENNA, TIMOTHY  - Representative",1/30/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$15.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"SILVEY, RYAN - Representative",1/30/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$7.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"FLANIGAN, TOM - Representative",1/30/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$8.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"MIMS, BONNAYE  - Representative",1/23/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$8.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"WALSH, GINA  - Senator",1/30/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$16.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"JUSTUS, JOLIE - Senator",1/30/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$15.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"MAY, KARLA  - Representative",1/16/2013,"Meals, Food, & Beverage",nonalcoholic beverages,$8.00 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,"HOLSMAN, JASON  - Senator",Tom Hoppe  - Employee or Staff,1/15/2013,"Meals, Food, & Beverage",Dinner ,$56.40 ,KANSAS CITY MISSOURI
William A,Gamble,Jan-13,"HOLSMAN, JASON  - Senator",Tom Hoppe  - Employee or Staff,1/16/2013,"Meals, Food, & Beverage",Dinner ,$21.75 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Jan-13,"HOLSMAN, JASON  - Senator",Tom Hoppe  - Employee or Staff,1/16/2013,"Meals, Food, & Beverage",Dinner ,$21.75 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"LEARA, MIKE - Representative",1/8/2013,Entertainment,Basketball Tickets ,$38.10 ,MISSOURI PHARMACY ASSOCIATION
William A,Gamble,Jan-13,"DEMPSEY, TOM - Senator",Mrs Dempsey - Spouse or Child,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$57.83 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Jan-13,"DIXON, BOB - Senator",Mrs. Dixon - Spouse or Child,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$57.83 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Jan-13,"HOLSMAN, JASON  - Senator",Mrs. Holsman - Spouse or Child,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$57.83 ,MISSOURI PHARMACY ASSOCIATION
William A,Gamble,Jan-13,"KEHOE, MIKE  - Senator",Claudia Kehoe - Spouse or Child,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$57.83 ,MISSOURI PHARMACY ASSOCIATION
William A,Gamble,Jan-13,"KRAUS, WILL - Senator",Mrs. Kraus - Spouse or Child,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$57.83 ,MISSOURI PHARMACY ASSOCIATION
William A,Gamble,Jan-13,"LEVOTA, PAUL  - Senator",Mrs. LeVota - Spouse or Child,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$57.83 ,MISSOURI PHARMACY ASSOCIATION
William A,Gamble,Jan-13,"LIBLA, DOUG  - Senator",Mrs Libla - Spouse or Child,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$57.83 ,AMERISTAR CASINO HOTEL KANSAS CITY INC
William A,Gamble,Jan-13,"PARSON, MIKE - Senator",Mrs Parson - Spouse or Child,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$57.83 ,AMERISTAR CASINO HOTEL KANSAS CITY INC
William A,Gamble,Jan-13,"RICHARD, RON  - Senator",Mrs Richard - Spouse or Child,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$57.83 ,AMERISTAR CASINO HOTEL KANSAS CITY INC
William A,Gamble,Jan-13,"ROMINE, GARY  - Senator",Mrs Romine - Spouse or Child,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$57.83 ,AMERISTAR CASINO HOTEL KANSAS CITY INC
William A,Gamble,Jan-13,"SATER, DAVID  - Senator",Mrs Sater - Spouse or Child,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$57.83 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,"SCHMITT, ERIC - Senator",Mrs Schmitt - Spouse or Child,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$57.83 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,"WALLINGFORD, WAYNE  - Senator",Mrs Wallingford - Spouse or Child,1/8/2013,"Meals, Food, & Beverage","Jefferson City Country Club, Jefferson City, MO/Dinner",$57.83 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Jan-13,,"PARSON, MIKE - Senator",1/23/2013,"Meals, Food, & Beverage",Lunch,$71.65 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"PARSON, MIKE - Senator",1/23/2013,"Meals, Food, & Beverage",Lunch,$71.65 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Jan-13,,"PARSON, MIKE - Senator",1/30/2013,"Meals, Food, & Beverage",Lunch,$71.65 ,AMERISTAR CASINO HOTEL KANSAS CITY INC
William A,Gamble,Jan-13,,"PARSON, MIKE - Senator",1/30/2013,"Meals, Food, & Beverage",Lunch,$71.66 ,MISSOURI PHARMACY ASSOCIATION
William A,Gamble,Jan-13,Senate Research - Public Official,Jessica Baker - Employee or Staff,1/17/2013,"Meals, Food, & Beverage",Non-alcoholic beverages,$5.46 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,Senate Research - Public Official,Michele Barbarick - Employee or Staff,1/17/2013,"Meals, Food, & Beverage",Non-alcoholic beverages,$5.46 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,Senate Research  - Public Official,Polly Clark  - Employee or Staff,1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$5.46 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"DAVIS, CHARLIE  - Representative",1/31/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$113.64 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"SILVEY, RYAN  - Senator",1/31/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$16.55 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"MARSHALL, NICK  - Representative",1/31/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$25.56 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"HODGES, STEVE - Representative",1/31/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$22.64 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"MAYFIELD, JOHN  - Representative",1/24/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$8.19 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"PIERSON, TOMMIE  - Representative",1/24/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$25.56 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"ROORDA, JEFF - Representative",1/24/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$16.72 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"NETH, MYRON  - Representative",1/24/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$16.38 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"BAHR, KURT  - Representative",1/24/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$8.19 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"PACE, SHARON L  - Representative",1/24/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$8.19 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"SCHATZ, DAVE  - Representative",1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$16.38 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"MIMS, BONNAYE  - Representative",1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$8.19 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"FLANIGAN, TOM - Representative",1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$38.17 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"PHILLIPS, DONALD E.  - Representative",1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$16.38 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"COOKSON, STEVE  - Representative",1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$8.19 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"WILSON, KENNETH  - Representative",1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$27.91 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"BERRY, T.J.  - Representative",1/24/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$23.72 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"NIEVES, BRIAN  - Senator",1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$71.41 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"ELLINGTON, BRANDON - Representative",1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$14.42 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"COLONA, MIKE - Representative",1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$14.45 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"FRAKER, LYNDALL  - Representative",1/10/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$14.45 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"BEATTY, GAIL MCCANN  - Representative",1/10/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$14.45 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"PIERSON, TOMMIE  - Representative",1/10/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$28.90 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"NEWMAN, STACEY - Representative",1/10/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$45.62 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"FUNDERBURK, DOUG - Representative",1/10/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$69.01 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"FITZWATER, PAUL  - Representative",1/10/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$57.81 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"HODGES, STEVE - Representative",1/10/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$14.45 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"HOUGH, LINCOLN  - Representative",1/10/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$22.64 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"FOWLER, DENNIS  - Representative",1/10/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$16.38 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"DAVIS, CHARLIE  - Representative",1/10/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$113.64 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"DUGGER, TONY - Representative",1/10/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$16.38 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"RICHARD, RON  - Senator",1/10/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$25.08 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,Senate Research - Public Official,Chris Hogarty - Employee or Staff,1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$5.46 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,Senate Research - Public Official,Jackie Jenkins - Employee or Staff,1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$5.56 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,Senate Research - Public Official,Meghan Luecke - Employee or Staff,1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$5.46 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,Senate Research - Public Official,Michael Ruff - Employee or Staff,1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$5.46 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,Senate Research  - Public Official,Diane Schnieders - Employee or Staff,1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$5.46 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,Senate Research - Public Official,Steve Witte - Employee or Staff,1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$5.46 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,Senate Doorman - Public Official,Bill Smith - Employee or Staff,1/21/2013,"Meals, Food, & Beverage",Beverages,$23.69 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,Senate Doorman - Public Official,Al Carter - Employee or Staff,1/21/2013,"Meals, Food, & Beverage",Beverages,$49.54 ,INDEPENDENT COLLEGES & UNIVERSITIES OF MISSOURI
William A,Gamble,Jan-13,Senate Doorman - Public Official,Marty Drewel - Employee or Staff,1/21/2013,"Meals, Food, & Beverage",Beverages,$23.69 ,MISSOURI PHARMACY ASSOCIATION
William A,Gamble,Jan-13,Senate Research - Public Official,Mick Jones - Employee or Staff,1/21/2013,"Meals, Food, & Beverage",Beverages,$27.99 ,MISSOURI PHARMACY ASSOCIATION
William A,Gamble,Jan-13,Senate Doorman - Public Official,Bill LaRue - Employee or Staff,1/21/2013,"Meals, Food, & Beverage",Beverages,$49.54 ,MISSOURI RESIDENTIAL CARE ASSOCIATION 
William A,Gamble,Jan-13,Senate Doorman - Public Official,Gail Jones - Employee or Staff,1/21/2013,"Meals, Food, & Beverage",Beverages,$23.69 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,Senate Doorman - Public Official,J. O. Rackers - Employee or Staff,1/21/2013,"Meals, Food, & Beverage",Beverages,$23.69 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,Senate Doorman - Public Official,Gil Schellman - Employee or Staff,1/21/2013,"Meals, Food, & Beverage",Beverages,$23.69 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Jan-13,Senate Doorman - Public Official,Roman Patten - Employee or Staff,1/21/2013,"Meals, Food, & Beverage",Beverages,$23.69 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Jan-13,Senate Doorman - Public Official,Bill Wyrick - Employee or Staff,1/21/2013,"Meals, Food, & Beverage",Beverages,$23.69 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Jan-13,,"RICHARD, RON  - Senator",1/23/2013,"Meals, Food, & Beverage",Coffee,$46.79 ,MISSOURI RAILROAD ASSOCIATION
William A,Gamble,Jan-13,"GRISAMORE, JEFF - Representative",Joel Grisamore - Spouse or Child,1/31/2013,Entertainment,Concert ticket,$65.50 ,MISSOURI COLLEGE OF EMERGENCY PHYSICIANS
William A,Gamble,Jan-13,,"CURLS, SHALONN (KIKI) - Senator",1/10/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$8.19 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"DUGGER, TONY - Representative",1/10/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$16.38 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"SOMMER, CHRISSY - Representative",1/10/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$24.57 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"MCDONALD, TOM - Representative",1/10/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$26.23 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"STREAM, RICK - Representative",1/10/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$8.19 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,,"MEREDITH, SUSAN  - Representative",1/10/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$8.19 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,Senate Research - Public Official,Adriane Crouse - Employee or Staff,1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$5.56 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,Senate Research - Public Official,Jim Ertle - Employee or Staff,1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$5.46 ,MISSOURI BEVERAGE ASSOCIATION
William A,Gamble,Jan-13,Senate Research - Public Official,Mike Hammann - Employee or Staff,1/17/2013,"Meals, Food, & Beverage",Non-alcoholic Beverages,$5.46 ,MISSOURI BEVERAGE ASSOCIATION
Michael R,Gibbons,Jan-13,,"ALLEN, SUE - Representative",1/30/2013,"Meals, Food, & Beverage",Dinner meeting.,$72.55 ,CENTENE CORPORATION
Michael R,Gibbons,Jan-13,,"MOLENDORP, CHRIS - Representative",1/30/2013,"Meals, Food, & Beverage",Dinner meeting.,$72.55 ,CENTENE CORPORATION
Michael R,Gibbons,Jan-13,,"HAEFNER, MARSHA  - Representative",1/30/2013,"Meals, Food, & Beverage",Dinner meeting.,$72.55 ,CENTENE CORPORATION
Michael R,Gibbons,Jan-13,,"FLANIGAN, TOM - Representative",1/30/2013,"Meals, Food, & Beverage",Dinner meeting.,$72.55 ,CENTENE CORPORATION
Michael R,Gibbons,Jan-13,,"BARNES, JASON (JAY)  - Representative",1/30/2013,"Meals, Food, & Beverage",Dinner meeting.,$72.55 ,CENTENE CORPORATION
Michael R,Gibbons,Jan-13,,"ZERR, ANNE - Representative",1/30/2013,"Meals, Food, & Beverage",Dinner meeting.,$72.55 ,CENTENE CORPORATION
Michael R,Gibbons,Jan-13,,"LEARA, MIKE - Representative",1/30/2013,"Meals, Food, & Beverage",Dinner meeting.,$72.55 ,CENTENE CORPORATION
Michael R,Gibbons,Jan-13,,"HAEFNER, MARSHA  - Representative",1/10/2013,"Meals, Food, & Beverage",Governor's prayer breakfast.,$30.00 ,STINSON MORRISON HECKER LLP
Michael R,Gibbons,Jan-13,,"STREAM, RICK - Representative",1/10/2013,"Meals, Food, & Beverage",Governor's prayer breakfast,$30.00 ,STINSON MORRISON HECKER LLP
Michael R,Gibbons,Jan-13,,"ALLEN, SUE - Representative",1/5/2013,"Meals, Food, & Beverage",Breakfast with Rep. Allen and Mr. Halper,$10.09 ,STINSON MORRISON HECKER LLP
Brian J.,Grace,Jan-13,,"MUNZLINGER, BRIAN - Senator",1/16/2013,"Meals, Food, & Beverage","Meal, Ria's Restaurant, Jefferson City, MO",$27.23 ,GRAIN BELT EXPRESS CLEAN LINE LLC
Brian J.,Grace,Jan-13,,"HANSEN, JIM  - Representative",1/16/2013,"Meals, Food, & Beverage","Meal, Ria's Restaurant, Jefferson City, MO",$27.23 ,GRAIN BELT EXPRESS CLEAN LINE LLC
Brian J.,Grace,Jan-13,,"SHUMAKE, LINDELL F.  - Representative",1/16/2013,"Meals, Food, & Beverage","Meal, Ria's Restaurant, Jefferson City, MO",$27.23 ,GRAIN BELT EXPRESS CLEAN LINE LLC
Brian J.,Grace,Jan-13,,"MCGAUGH, JOE DON - Representative",1/16/2013,"Meals, Food, & Beverage","Meal, Ria's Restaurant, Jefferson City, MO",$27.23 ,GRAIN BELT EXPRESS CLEAN LINE LLC
Brian J.,Grace,Jan-13,"RICHARD, RON  - Senator",Patti Parris - Employee or Staff,1/7/2013,"Meals, Food, & Beverage",juice/snacks/crackers for office guests,$41.28 ,SNR DENTON US LLP
